,user_id,item_id,type_1,type_2,type_3,type_4
66,161481,178032606,1,0,0,0
67,161481,207011999,1,0,0,0
68,161481,209171499,1,0,1,0
69,161481,215338463,1,0,0,0
70,161481,235875168,1,0,1,0
71,161481,236945746,1,0,0,0
72,161481,269053449,1,0,0,0
73,161481,299961071,1,0,0,0
74,161481,333703731,1,0,0,0
75,161481,339030565,1,0,1,0
76,161481,359595967,1,0,0,0
77,161481,383479841,1,0,1,0
78,161481,396826505,1,0,0,0
79,161481,399814334,1,0,0,0
80,182343,72718120,1,0,0,0
81,182343,112543556,1,0,0,0
82,182343,145004071,1,0,0,0
83,182343,259931960,1,0,0,0
84,182343,264704619,1,0,0,0
85,183987,124581566,1,0,0,0
86,186903,15911446,1,0,0,0
87,186903,15993729,1,0,0,0
88,186903,74664296,1,0,0,0
89,186903,140000262,1,0,0,0
90,186903,153443380,1,0,0,0
91,186903,173551279,1,0,0,0
92,186903,180372983,1,0,0,0
93,186903,193663454,1,0,0,0
94,186903,208376181,1,0,0,0
95,186903,260915665,1,0,0,0
96,186903,264388920,1,0,0,0
97,186903,267306058,1,0,0,0
98,186903,297264201,1,0,0,0
99,186903,317483268,1,0,0,0
100,186903,324397329,1,0,0,0
101,186960,154781494,1,0,0,0
102,186960,265940107,1,0,0,0
103,186960,307180670,1,0,0,0
104,186960,378124123,1,0,0,0
105,190518,163966142,1,0,0,0
106,226017,9592306,1,0,1,0
107,252270,38890853,1,0,0,0
108,252270,60857891,1,0,0,0
109,252270,74920973,1,0,0,0
110,252270,83603842,1,0,0,0
111,252270,101459563,1,0,0,0
112,252270,116046158,1,0,0,0
113,252270,130914633,1,0,0,0
114,252270,134701695,1,0,0,0
115,252270,136066848,1,0,0,0
116,252270,155648981,1,0,0,0
117,252270,160249244,1,0,0,0
118,252270,179299680,1,0,0,0
119,252270,188905598,1,0,0,0
120,252270,206953107,1,0,0,0
121,252270,260762726,1,0,0,0
122,252270,261361833,1,0,0,0
123,252270,311177332,1,0,0,0
124,252270,341034972,1,0,0,0
125,252270,361650227,1,0,0,0
126,252270,388036380,1,0,0,0
127,252270,395038873,1,0,0,0
128,256431,29207633,1,0,0,0
129,256830,39904898,1,0,0,0
130,256830,59226975,1,0,0,0
131,256830,186251365,1,0,0,0
132,256830,192871800,1,0,0,0
133,256830,193135072,1,0,0,0
134,256830,244596513,1,0,0,0
135,256830,271007467,1,0,0,0
136,256830,286388250,1,0,0,0
137,256830,304174289,1,0,0,0
138,256830,317113919,1,0,0,0
139,256830,352661042,1,0,0,0
140,256830,354567447,1,0,0,0
141,256830,396599445,1,0,0,0
142,257277,22302304,1,0,0,0
143,279801,5868986,1,0,0,0
144,279801,28113767,1,0,0,0
145,279801,74927486,1,0,0,0
146,279801,102277866,1,0,0,0
147,279801,128366287,1,0,0,0
148,302466,107302006,1,0,0,0
149,302466,133385344,1,0,0,0
150,302466,158393718,1,0,0,0
151,302466,203858242,1,0,0,0
152,302466,217987670,1,0,0,0
153,302466,250092278,1,0,0,0
154,302466,390841005,1,0,1,0
155,308109,260968733,2,0,0,0
156,308109,389964534,1,0,0,0
157,317091,568300,1,0,0,0
158,317091,8468915,1,0,0,0
159,317091,19633196,1,0,0,0
160,317091,22382477,1,0,0,0
161,317091,28952773,3,0,0,0
162,317091,58124394,1,0,0,0
163,317091,58230206,1,0,0,0
164,317091,65007214,1,0,0,0
165,317091,68453898,1,0,0,0
166,317091,71656329,1,0,0,0
167,317091,83080918,1,0,0,0
168,317091,90337957,1,0,0,0
169,317091,93766787,1,0,0,0
170,317091,99201887,1,0,0,0
171,317091,107988807,1,0,0,0
172,317091,111400211,1,0,0,0
173,317091,138403500,1,0,0,0
174,317091,151712003,1,0,1,0
175,317091,166890134,1,0,0,0
176,317091,184876013,1,0,0,0
177,317091,190939998,1,0,0,0
178,317091,192690785,1,0,0,0
179,317091,199249620,2,0,0,0
180,317091,202804844,1,0,0,0
181,317091,213558215,1,0,0,0
182,317091,217839179,1,0,0,0
183,317091,233292622,1,0,1,0
184,317091,237521306,1,0,0,0
185,317091,246156948,1,0,0,0
186,317091,256677806,1,0,1,0
187,317091,259013587,1,0,0,0
188,317091,265370880,1,0,0,0
189,317091,287529274,1,0,0,0
190,317091,296339701,1,0,0,0
191,317091,299793653,1,0,0,0
192,317091,303835035,1,0,0,0
193,317091,305613858,1,0,0,0
194,317091,307210581,1,0,0,0
195,317091,316345564,1,0,0,0
196,317091,326108663,1,0,1,0
197,317091,343986568,1,0,0,0
198,317091,345845463,1,0,1,0
199,317091,351770471,1,0,0,0
200,317091,357104534,1,0,0,0
201,317091,370929972,1,0,0,0
202,317091,374214353,1,0,0,0
203,317091,376421090,1,0,0,0
204,317091,380667530,1,0,0,0
205,317091,382234933,1,0,0,0
206,317091,401332707,1,0,0,0
207,317091,404218699,1,0,0,0
208,320601,56844183,1,0,0,0
209,335949,29332308,1,0,0,0
210,335949,30156607,1,0,0,0
211,335949,46068043,1,0,0,0
212,335949,56388958,1,0,0,0
213,335949,59145086,1,0,0,0
214,335949,60423339,1,0,0,0
215,335949,72825429,1,0,0,0
216,335949,73957595,1,0,0,0
217,335949,76501849,1,0,0,0
218,335949,89350268,1,0,0,0
219,335949,97002287,1,0,0,0
220,335949,98013045,1,0,0,0
221,335949,99776972,1,0,0,0
222,335949,104972362,1,0,0,0
223,335949,112062273,1,0,0,0
224,335949,122159386,1,0,0,0
225,335949,123389985,1,0,0,0
226,335949,130441222,1,0,0,0
227,335949,139513381,1,0,0,0
228,335949,156137978,1,0,0,0
229,335949,162044646,1,0,0,0
230,335949,178335602,1,0,0,0
231,335949,179754723,1,0,0,0
232,335949,197849366,1,0,0,0
233,335949,200509522,1,0,0,0
234,335949,205264767,1,0,0,0
235,335949,211771942,1,0,0,0
236,335949,211981201,1,0,0,0
237,335949,220406163,1,0,0,0
238,335949,220426007,1,0,0,0
239,335949,222925522,1,0,0,0
240,335949,224003464,1,0,0,0
241,335949,228732041,1,0,0,0
242,335949,234762210,1,0,0,0
243,335949,236506017,1,0,0,0
244,335949,254026670,1,0,0,0
245,335949,254991407,1,0,0,0
246,335949,268040566,1,0,0,0
247,335949,269176955,1,0,0,0
248,335949,271576379,1,0,0,0
249,335949,278904047,1,0,0,0
250,335949,279578403,1,0,0,0
251,335949,281629079,1,0,0,0
252,335949,281861120,1,0,0,0
253,335949,284370687,1,0,0,0
254,335949,285269572,1,0,0,0
255,335949,296699716,1,0,0,0
256,335949,297747448,1,0,0,0
257,335949,317815870,1,0,0,0
258,335949,324520481,1,0,0,0
259,335949,333403878,1,0,0,0
260,335949,334703573,1,0,0,0
261,335949,335390792,1,0,0,0
262,335949,346993882,1,0,0,0
263,335949,349988801,1,0,0,0
264,335949,367554369,1,0,0,0
265,335949,369532623,1,0,0,0
266,335949,371782146,1,0,0,0
267,335949,381505971,1,0,0,0
268,335949,384031774,1,0,0,0
269,335949,388771446,1,0,0,0
270,335949,402204751,1,0,0,0
271,335949,402474610,1,0,0,0
272,357504,9892971,1,0,0,0
273,357504,86526788,1,0,0,0
274,357504,103107193,1,0,0,0
275,357504,130179681,1,0,0,0
276,357504,261145889,1,0,0,0
277,357504,315965236,1,0,0,0
278,357504,323634273,1,0,0,0
279,359613,345828301,1,0,0,0
280,359613,376799299,1,0,0,0
281,366030,56971490,1,0,0,0
282,366030,93067452,1,0,0,0
283,366030,107577409,1,0,0,0
284,366030,156126811,1,0,0,0
285,366030,263106000,1,0,0,0
286,366030,264734655,1,0,0,0
287,366030,357082795,1,0,0,0
288,366030,370060737,1,0,0,0
289,366030,385714317,1,0,0,0
290,366030,399770648,1,0,0,0
291,374661,43145991,1,0,0,0
292,404232,188280995,1,1,0,0
293,431616,134366643,1,1,0,0
294,431616,154990025,1,1,0,0
295,431616,329624631,1,1,0,0
296,443439,243294960,1,0,0,0
297,447828,206016051,1,0,1,0
298,454872,96095956,1,0,0,0
299,454872,128247101,2,1,0,0
300,454872,196076576,1,1,0,0
301,454872,272037342,1,0,0,0
302,462876,212483275,1,0,0,0
303,473055,10097805,1,0,0,0
304,473055,34489046,1,0,0,0
305,473055,83272021,1,0,0,0
306,473055,269514661,1,0,0,0
307,473055,341320749,1,0,0,0
308,487386,100835909,1,1,0,0
309,487386,104562108,1,1,0,0
310,487386,129607071,1,1,0,0
311,487386,135995541,1,1,0,0
312,487386,154082709,2,0,0,1
313,487386,163107650,1,0,0,0
314,487386,163358363,1,0,0,0
315,487386,165159589,1,0,0,0
316,487386,175235179,3,1,0,1
317,487386,223659768,1,0,0,0
318,487386,224737112,2,0,0,0
319,487386,228461270,1,0,0,0
320,487386,275251783,1,0,0,0
321,487386,293941581,1,0,0,0
322,487386,305245091,1,1,0,0
323,487386,312103180,1,0,0,0
324,487386,316662432,1,0,0,0
325,487386,333169427,1,1,0,0
326,487386,353801514,3,1,0,0
327,487386,359294923,1,0,0,0
328,487386,366254378,1,0,0,0
329,487386,396534177,1,1,0,0
330,511884,75771428,1,0,0,1
331,511884,161505584,1,0,0,0
332,511884,188278838,1,0,0,0
333,511884,294085370,1,0,0,0
334,511884,331422355,1,0,0,0
335,519693,549285,1,0,0,0
336,519693,11234207,1,0,0,0
337,519693,20285259,1,0,0,0
338,519693,27446806,1,0,0,0
339,519693,36516059,1,0,0,0
340,519693,125239385,1,0,0,0
341,519693,158141554,1,0,0,0
342,519693,175779613,1,0,0,0
343,519693,208068650,1,0,0,0
344,519693,218956054,1,0,1,0
345,519693,219837759,2,0,0,0
346,519693,221600332,1,0,0,0
347,519693,235772999,1,0,1,0
348,519693,248769446,1,0,0,0
349,519693,254178136,1,0,0,0
350,519693,262799546,1,0,0,0
351,519693,331484286,1,0,0,0
352,519693,342244486,1,0,0,0
353,519693,343670246,1,0,0,0
354,519693,358200376,1,0,0,0
355,519693,389088195,1,0,0,0
356,519693,394196228,1,0,0,0
357,530238,17288783,1,0,0,0
358,530238,69382307,0,0,1,0
359,530238,123936254,1,0,0,0
360,530238,165455096,1,0,1,0
361,530238,199334748,1,0,0,0
362,530238,304778368,1,0,0,0
363,530238,314500908,1,0,0,0
364,530295,41882132,1,0,0,0
365,536394,4351680,1,0,0,0
366,536394,32078123,1,0,0,0
367,536394,34937426,1,0,1,0
368,536394,66258948,1,0,0,0
369,536394,78371850,1,0,0,0
370,536394,83740822,1,0,0,0
371,536394,117947569,1,0,0,0
372,536394,221204794,1,0,1,0
373,536394,225684504,1,0,0,0
374,536394,282999942,1,0,0,0
375,537201,90200919,1,0,0,0
376,537201,378364173,1,0,0,0
377,576009,241945595,1,0,0,0
378,593508,163988009,1,0,0,0
379,595845,23300025,1,0,0,0
380,595845,33619451,1,1,0,0
381,595845,66130204,1,0,0,0
382,595845,94062845,1,0,0,0
383,595845,148520210,1,0,0,0
384,595845,179247355,1,1,0,0
385,595845,229136276,1,0,0,0
386,595845,284166491,1,1,0,0
387,595845,404096710,1,0,0,0
388,599436,105296495,1,0,0,0
389,599436,229441121,1,0,0,0
390,621654,9049549,1,0,0,0
391,621654,73789289,1,0,0,0
392,621654,117817649,1,0,0,0
393,621654,143540144,1,0,0,0
394,621654,197044446,1,0,0,0
395,621654,211529755,1,0,0,0
396,621654,214289179,1,0,0,0
397,621654,217385470,1,0,0,0
398,621654,230686965,1,0,0,0
399,621654,235492098,1,0,0,0
400,621654,251097591,1,0,0,0
401,621654,252484024,1,0,0,0
402,621654,272982870,1,0,0,0
403,621654,281384183,1,0,0,0
404,621654,368185952,1,0,0,0
405,621654,368979800,1,0,0,0
406,621654,377102042,1,0,0,0
407,634170,22302304,1,0,0,0
408,634170,182355411,1,0,0,0
409,634170,288185042,1,0,0,0
410,634170,315867567,1,0,0,0
411,634170,383130544,1,0,0,0
412,634740,41882132,1,0,0,0
413,1012927,9819823,1,0,0,0
414,1012927,54590976,1,0,0,0
415,1012927,66431495,1,0,0,0
416,1012927,105857507,1,0,1,0
417,1012927,119955405,1,0,0,0
418,1012927,167065439,1,0,0,0
419,1012927,177730776,1,0,0,0
420,1012927,188682010,1,0,0,0
421,1012927,216810080,1,0,1,0
422,1012927,217518242,1,0,0,0
423,1012927,235463825,1,0,0,0
424,1012927,242377729,1,0,0,0
425,1012927,314903844,1,0,0,0
426,1012927,330809551,1,0,0,0
427,1012927,340804993,1,0,0,0
428,1012927,350199655,1,0,0,0
429,1012927,368173674,1,0,0,1
430,1012927,375254201,1,0,0,0
431,1012927,383550578,1,0,0,0
432,1012927,396020936,1,0,0,0
433,1031395,127516527,1,1,0,0
434,1031395,263586297,1,0,0,0
435,1031395,325955513,1,0,0,0
436,1031395,369567118,1,0,0,0
437,1031395,370922014,1,0,0,0
438,1031395,375522509,1,0,0,0
439,1045669,6128425,1,0,0,0
440,1045669,11903978,1,0,0,0
441,1045669,13776604,1,0,0,0
442,1045669,25004917,1,0,0,0
443,1045669,51686399,1,0,0,0
444,1045669,55147778,1,0,0,0
445,1045669,115940521,1,0,0,0
446,1045669,154068688,1,0,0,0
447,1045669,181915234,1,0,0,0
448,1045669,185590250,1,0,0,0
449,1045669,187050873,1,0,0,0
450,1045669,261353493,1,0,0,0
451,1045669,387629503,1,0,0,0
452,1045669,404166039,1,0,0,0
453,1051240,124116102,2,0,0,0
454,1051240,124928480,1,0,1,0
455,1094209,129104156,1,0,0,0
456,1094209,370012497,1,0,0,0
457,1096774,19572654,1,0,0,0
458,1096774,57739007,6,0,2,1
459,1096774,79758807,1,0,0,0
460,1096774,214957293,1,0,0,0
461,1096774,238990322,1,0,0,0
462,1096774,239508701,1,0,0,0
463,1096774,247550032,1,0,0,0
464,1096774,262286598,1,0,0,0
465,1096774,320479804,1,0,0,0
466,1096774,347391096,2,0,0,0
467,1096774,375575515,1,0,0,0
468,1096774,403699943,2,1,0,0
469,1105255,22302304,1,0,0,1
470,1105255,189686829,1,0,0,0
471,1105255,331578908,1,0,0,0
472,1105255,356249163,1,0,0,0
473,1105255,361177851,1,0,0,0
474,1105255,400526861,1,0,0,0
475,1107934,4745548,1,0,0,0
476,1107934,14625739,1,0,0,0
477,1107934,22565309,1,0,0,0
478,1107934,31593377,1,0,0,0
479,1107934,34950081,1,0,0,0
480,1107934,56302366,2,0,0,0
481,1107934,65892483,1,0,0,0
482,1107934,66046684,1,0,0,0
483,1107934,78861220,1,0,0,0
484,1107934,91206452,1,0,0,0
485,1107934,91609780,1,0,0,0
486,1107934,104695024,1,0,0,0
487,1107934,111466977,1,0,0,0
488,1107934,114931466,1,0,0,0
489,1107934,136509724,1,0,0,0
490,1107934,142260097,1,0,0,0
491,1107934,145614316,1,0,0,0
492,1107934,159091915,1,0,0,0
493,1107934,159483014,1,0,0,0
494,1107934,160448209,1,0,0,0
495,1107934,166248076,1,0,0,0
496,1107934,168905273,1,0,0,0
497,1107934,175743312,1,0,0,0
498,1107934,178135092,1,0,0,0
499,1107934,180009672,1,0,0,0
500,1107934,200698645,1,0,0,0
501,1107934,222279173,1,0,0,0
502,1107934,233403547,1,0,0,0
503,1107934,237875332,1,0,0,0
504,1107934,242079988,1,0,0,0
505,1107934,243884973,1,0,0,0
506,1107934,244144350,1,0,0,0
507,1107934,264642962,1,0,0,0
508,1107934,272695308,1,0,0,0
509,1107934,278281606,1,0,0,0
510,1107934,282848920,1,0,0,0
511,1107934,287355493,1,0,0,0
512,1107934,298268624,1,0,1,0
513,1107934,299086423,1,0,0,0
514,1107934,299986227,1,0,0,0
515,1107934,327378583,1,0,0,0
516,1107934,330807277,1,0,0,0
517,1107934,337395083,1,0,0,0
518,1107934,338124555,1,0,0,0
519,1107934,348160685,1,0,0,0
520,1107934,351069490,1,0,0,0
521,1107934,353611176,1,0,0,0
522,1107934,357665058,1,0,0,0
523,1107934,358471654,1,0,0,0
524,1107934,364010681,1,0,0,0
525,1107934,366748144,1,0,0,0
526,1107934,367160798,1,0,0,0
527,1107934,372741816,1,0,0,0
528,1107934,376087144,1,0,0,0
529,1107934,384716336,1,0,0,0
530,1107934,385880245,1,0,0,0
531,1107934,401644955,1,0,0,0
532,1111549,36985197,1,0,0,0
533,1111549,91709470,1,0,0,0
534,1111549,99810866,1,0,0,0
535,1111549,117477863,1,0,0,0
536,1111549,142427861,1,0,0,0
537,1111549,214704890,1,0,0,0
538,1111549,356905222,1,0,0,0
539,1111549,360432892,1,0,0,0
540,1111549,386319187,1,0,0,0
541,1117078,69977335,1,0,0,0
542,1117078,83554146,1,0,0,0
543,1117078,96178980,2,0,0,0
544,1117078,97804216,1,0,0,0
545,1117078,110998572,1,0,0,0
546,1117078,155892818,1,0,0,0
547,1117078,175936051,1,0,0,0
548,1117078,238682929,1,0,0,0
549,1117078,256805669,1,0,0,0
550,1117078,307865857,1,0,0,0
551,1117078,311518980,1,0,0,0
552,1117078,316456157,1,0,0,0
553,1117078,316791540,1,0,0,0
554,1117078,329012832,1,0,0,0
555,1117078,365381579,1,0,0,0
556,1117078,367729858,1,0,0,0
557,1117078,394915176,1,0,0,0
558,1133104,141193442,1,0,0,0
559,1133104,383130544,1,0,0,0
560,1133560,324138121,2,0,0,0
561,1133560,361170003,1,0,0,0
562,1134976,12780033,1,0,0,0
563,1134976,54553669,1,0,0,0
564,1134976,72576262,1,0,0,0
565,1134976,85177343,1,0,0,0
566,1134976,126622721,1,0,0,0
567,1134976,284916088,2,0,0,1
568,1134976,317869611,1,0,0,0
569,1134976,349194130,1,0,0,0
570,1136287,3621829,1,0,0,0
571,1136287,11402992,1,0,0,0
572,1136287,20181272,1,0,0,0
573,1136287,23521805,1,0,0,0
574,1136287,24078795,3,0,1,0
575,1136287,34357279,1,0,0,0
576,1136287,34481665,1,0,0,0
577,1136287,35314821,1,0,0,0
578,1136287,38550849,1,0,0,0
579,1136287,41885075,1,0,0,0
580,1136287,50549756,1,0,0,0
581,1136287,64544947,1,0,0,0
582,1136287,66206081,1,0,0,0
583,1136287,67692129,1,0,0,0
584,1136287,69515025,1,0,0,0
585,1136287,74927237,1,0,0,0
586,1136287,86953026,1,0,0,0
587,1136287,87877081,1,0,0,0
588,1136287,91614286,1,0,0,0
589,1136287,93935028,1,0,0,0
590,1136287,96558772,1,0,0,0
591,1136287,96905899,1,0,0,0
592,1136287,97793748,1,0,1,0
593,1136287,102139722,1,0,0,0
594,1136287,110887382,1,0,0,0
595,1136287,112317118,1,0,0,0
596,1136287,114958630,1,0,0,0
597,1136287,124707461,1,0,0,0
598,1136287,131173612,1,0,0,0
599,1136287,137858612,1,0,0,0
600,1136287,141577931,1,0,0,0
601,1136287,145402581,1,0,0,0
602,1136287,153819827,1,0,0,0
603,1136287,155790516,1,0,0,0
604,1136287,163316569,1,0,0,0
605,1136287,175398656,1,0,0,0
606,1136287,176617067,1,0,0,0
607,1136287,181481446,1,0,0,0
608,1136287,186455521,1,0,1,0
609,1136287,188625478,1,0,0,0
610,1136287,202914178,1,0,0,0
611,1136287,207327871,1,0,0,0
612,1136287,211391921,1,0,0,0
613,1136287,211434584,1,0,0,0
614,1136287,211986338,1,0,0,0
615,1136287,212572080,1,0,0,0
616,1136287,214202257,1,0,0,0
617,1136287,215390193,1,0,0,0
618,1136287,217669386,1,0,0,0
619,1136287,223371445,2,0,0,0
620,1136287,229727904,1,0,0,0
621,1136287,258919794,1,0,0,0
622,1136287,267897785,1,0,0,0
623,1136287,273060122,1,0,0,0
624,1136287,273306063,1,0,0,0
625,1136287,273661834,1,0,0,0
626,1136287,273864002,1,0,0,0
627,1136287,276063551,1,0,0,0
628,1136287,277232924,1,0,0,0
629,1136287,277861106,2,0,1,0
630,1136287,281641348,1,0,0,0
631,1136287,283839286,1,0,0,0
632,1136287,284695299,1,0,0,0
633,1136287,286863514,1,0,0,0
634,1136287,287172816,1,0,0,0
635,1136287,288495885,1,0,0,0
636,1136287,288499917,1,0,0,0
637,1136287,299640507,1,0,0,0
638,1136287,306278285,1,0,0,0
639,1136287,309092781,1,0,0,0
640,1136287,325736104,1,0,0,0
641,1136287,335128077,1,0,0,0
642,1136287,338374380,1,0,0,0
643,1136287,340536238,1,0,0,0
644,1136287,342531121,1,0,0,0
645,1136287,355624974,1,0,0,0
646,1136287,358896866,1,0,0,0
647,1136287,362044031,1,0,0,0
648,1136287,372276543,1,0,0,0
649,1136287,376745866,1,0,0,0
650,1136287,381771703,1,0,0,0
651,1136287,382955582,1,0,0,0
652,1136287,383931510,1,0,0,0
653,1136287,398987356,1,0,0,0
654,1136287,400991442,1,0,0,0
655,1154080,3293646,1,0,0,0
656,1154080,9860430,1,0,0,0
657,1154080,39851043,1,0,0,0
658,1154080,66242799,1,0,0,0
659,1154080,66723436,1,0,0,0
660,1154080,89583442,1,0,0,0
661,1154080,91062238,1,0,0,0
662,1154080,140000262,2,0,0,0
663,1154080,140909567,1,0,0,0
664,1154080,200908571,1,0,0,0
665,1154080,201343765,1,0,0,0
666,1154080,232177111,1,0,0,0
667,1154080,244575755,1,0,0,0
668,1154080,299797817,1,0,0,0
669,1154080,315867567,1,0,0,0
670,1154080,327722447,1,0,0,0
671,1154080,343761989,1,0,0,0
672,1154080,348414828,1,0,0,0
673,1154080,348863683,1,0,0,0
674,1154080,359774500,1,0,0,0
675,1154080,366963959,1,0,0,0
676,1154080,370210381,1,0,0,0
677,1154080,374075821,1,0,0,0
678,1164136,210588790,1,0,0,0
679,1164136,369773081,1,0,0,0
680,1172767,275145187,1,0,0,0
681,1172767,293099318,1,0,0,1
682,1172767,336309724,1,0,0,0
683,1172767,394980754,2,0,0,0
684,1181863,73434349,1,0,0,0
685,1181863,173010395,1,0,0,0
686,1181863,195291596,1,0,0,0
687,1181863,206680212,1,0,0,0
688,1181863,237673911,1,0,0,0
689,1181863,359124602,1,0,0,0
690,1181863,392053776,1,0,0,0
691,1183516,73345174,1,0,0,0
692,1183516,95154089,1,0,0,0
693,1183516,101620667,1,0,0,0
694,1183516,103959012,1,0,0,0
695,1183516,111421472,1,0,0,0
696,1183516,115330395,1,0,0,0
697,1183516,127909062,1,0,0,0
698,1183516,128796294,1,0,0,0
699,1183516,131085274,1,0,0,0
700,1183516,136717648,1,0,0,0
701,1183516,153180510,1,0,0,0
702,1183516,179867135,1,0,0,0
703,1183516,198264936,1,0,0,0
704,1183516,265241405,1,0,0,0
705,1183516,276901019,1,0,0,0
706,1183516,339562971,1,0,0,0
707,1183516,355783245,1,0,0,0
708,1183516,374239282,1,0,0,0
709,1183516,386920109,1,0,0,0
710,1183516,398705662,1,0,0,0
711,1207420,159891668,1,0,0,0
712,1207420,281000067,1,0,0,0
713,1207420,378490094,1,0,0,0
714,1211491,8214458,1,0,0,0
715,1211491,9141868,1,0,0,0
716,1211491,12293396,1,0,0,0
717,1211491,15224462,1,0,0,0
718,1211491,24437794,1,0,0,0
719,1211491,27188558,2,0,0,0
720,1211491,34919561,1,0,0,0
721,1211491,44627615,1,0,0,0
722,1211491,56766990,1,0,0,0
723,1211491,59614340,1,0,0,0
724,1211491,60534439,1,0,0,0
725,1211491,69655812,1,0,0,0
726,1211491,82941177,1,0,0,0
727,1211491,83013703,1,0,0,0
728,1211491,96683552,1,0,0,0
729,1211491,116368270,1,0,0,0
730,1211491,117905662,1,0,0,0
731,1211491,136221535,1,0,1,0
732,1211491,141972030,1,0,0,0
733,1211491,142955844,1,0,0,0
734,1211491,151186147,1,0,0,0
735,1211491,165101425,1,0,0,0
736,1211491,170044680,1,0,1,1
737,1211491,175100369,1,0,0,0
738,1211491,185885990,1,0,0,0
739,1211491,217071414,1,0,0,0
740,1211491,218656813,1,0,0,0
741,1211491,223499471,1,0,0,0
742,1211491,231038882,1,0,0,0
743,1211491,231656186,1,0,0,0
744,1211491,239600824,2,0,0,0
745,1211491,242480594,2,0,1,1
746,1211491,269604599,1,0,0,0
747,1211491,287442815,1,0,0,0
748,1211491,288915797,1,0,0,0
749,1211491,294496845,1,0,0,0
750,1211491,298164939,1,0,1,1
751,1211491,310268211,1,0,0,0
752,1211491,326783433,1,0,0,0
753,1211491,331684471,2,0,1,0
754,1211491,346467614,1,0,0,0
755,1211491,347798845,1,0,0,0
756,1211491,349443097,1,0,1,0
757,1211491,366320763,1,0,0,0
758,1211491,373724122,1,0,0,0
759,1211491,378659296,1,0,1,1
760,1211491,387394343,1,0,0,0
761,1211491,397926056,1,0,0,0
762,1227418,296107760,1,0,0,0
763,1246228,182236093,1,0,0,0
764,1246228,214212996,1,0,0,0
765,1254859,139831238,1,0,0,0
766,1254859,274572789,1,0,0,0
767,1267774,46006275,1,0,0,0
768,1267774,64904406,1,0,0,0
769,1267774,122889051,1,0,0,0
770,1267774,157984068,1,0,0,0
771,1267774,159900963,1,0,0,0
772,1267774,170831857,1,0,0,0
773,1267774,175300933,1,0,0,0
774,1267774,220396866,1,0,0,0
775,1267774,232106324,1,0,0,0
776,1267774,236811413,1,0,0,0
777,1267774,252675783,1,0,0,0
778,1267774,254266946,1,0,0,0
779,1267774,266921502,1,0,0,0
780,1267774,358097620,1,0,0,0
781,1267774,363689610,1,0,0,0
782,1267774,385867861,1,0,0,0
783,1267774,402148589,1,0,0,0
784,1273897,102553967,1,0,0,0
785,1273897,314571834,1,0,0,0
786,1273897,330807277,1,0,0,0
787,1285111,8098289,1,0,0,0
788,1285111,20987235,1,0,0,0
789,1285111,63473145,1,0,0,0
790,1285111,80834152,1,0,0,0
791,1285111,94796770,1,0,0,0
792,1285111,115490587,1,0,0,0
793,1285111,152335467,1,0,0,0
794,1285111,255347734,1,0,0,0
795,1285111,264035656,2,0,0,1
796,1285111,264909797,1,0,0,0
797,1285111,305323853,1,0,0,0
